id,gender,age,famsize
4773,male,19,4
4774,female,23,5
4775,male,52,5
4776,female,56,1
4777,female,38,2
4778,female,51,3
4779,female,31,3
4780,male,41,1
4781,female,40,1
4782,male,56,5
4783,male,42,2
4784,female,37,4
4785,male,51,4
4786,female,29,2
4787,female,29,3
4788,female,34,1
4789,female,58,2
4790,female,48,3
4791,male,40,3
4792,female,44,2
4793,female,40,5
4794,female,27,2
4795,female,58,3
4796,female,49,5
4797,female,27,2
4798,female,39,3
4799,female,26,5
4800,female,47,5
4801,female,21,4
4802,female,38,4
4803,male,26,2
4804,female,44,4
4805,female,46,5
4806,female,45,1
4807,male,27,2
4808,male,51,4
4809,male,41,1
4810,female,52,2
4811,female,39,2
4812,female,28,2
4813,male,30,4
4814,female,43,5
4815,female,43,3
4816,male,52,1
4817,female,33,1
4818,male,22,2
4819,female,30,1
4820,female,50,2
4821,female,22,5
4822,male,25,2
4823,female,53,2
4824,male,30,5
4825,male,28,3
4826,male,21,3
4827,female,51,1
4828,female,45,2
4829,female,27,5
4830,female,53,2
4831,male,51,1
4832,male,38,4
4833,female,52,4
4834,female,46,5
4835,female,21,4
4836,male,51,5
4837,female,29,2
4838,female,32,1
4839,female,43,3
4840,female,56,5
4841,female,42,5
4842,female,46,5
4843,female,45,4
4844,male,33,5
4845,female,55,2
4846,female,33,3
4847,male,38,3
4848,female,45,1
4849,male,38,1
4850,female,28,5
4851,female,33,4
4852,female,29,4
4853,female,49,2
4854,female,56,4
4855,female,28,5
4856,male,45,2
4857,female,18,4
4858,female,32,3
4859,male,57,1
4860,male,40,1
4861,female,54,5
4862,male,54,3
4863,female,54,3
4864,male,51,1
4865,female,56,5
4866,female,28,5
4867,female,52,4
4868,female,28,5
4869,female,43,4
4870,female,27,1
4871,female,21,4
4872,female,59,3
4873,male,26,5
4874,female,38,2
4875,male,22,5
4876,female,28,2
4877,female,40,2
4878,female,22,1
4879,female,56,3
4880,female,47,3
4881,female,38,1
4882,female,34,1
4883,female,58,5
4884,male,58,2
4885,female,29,2
4886,female,51,1
4887,male,39,1
4888,female,26,4
4889,male,51,5
4890,female,33,5
4891,male,29,5
4892,male,22,2
4893,male,49,2
4894,female,32,2
4895,female,44,3
4896,male,36,1
4897,female,47,3
4898,male,44,2
4899,male,34,4
4900,female,48,5
4901,male,19,3
4902,female,42,5
4903,female,53,4
4904,female,51,4
4905,female,31,3
4906,female,28,5
4907,female,50,1
4908,female,18,3
4909,female,41,5
4910,male,28,3
4911,female,59,3
4912,female,39,5
4913,male,21,4
4914,female,59,2
4915,female,28,5
4916,male,21,2
4917,female,29,5
4918,female,32,1
4919,female,47,2
4920,male,33,4
4921,female,35,5
4922,female,31,3
4923,male,28,4
4924,female,26,3
4925,female,37,2
4926,female,44,2
4927,male,54,1
4928,female,19,5
4929,female,44,1
4930,female,58,2
4931,female,32,2
4932,female,18,1
4933,female,37,3
4934,female,49,3
4935,male,32,4
4936,male,38,2
4937,female,48,1
4938,female,30,2
4939,female,36,4
4940,female,19,2
4941,male,39,5
4942,female,54,3
4943,male,20,2
4944,female,47,5
4945,female,29,2
4946,female,52,1
4947,female,24,5
4948,female,51,2
4949,female,54,4
4950,female,24,3
4951,female,26,1
4952,male,37,2
4953,male,49,2
4954,male,23,1
4955,male,54,2
4956,female,21,4
4957,male,42,2
4958,female,47,1
4959,male,36,1
4960,male,57,3
4961,female,22,3
4962,female,37,2
4963,female,41,4
4964,male,19,5
4965,male,44,5
4966,male,28,3
4967,female,29,3
4968,male,50,3
4969,female,24,3
4970,female,29,5
4971,female,35,3
4972,male,19,2
4973,female,50,5
4974,male,31,2
4975,female,36,5
4976,male,32,3
4977,female,25,3
4978,female,45,3
4979,male,49,4
4980,male,54,2
4981,female,30,1
4982,female,22,4
4983,female,33,5
4984,female,33,1
4985,male,26,3
4986,male,22,4
4987,female,36,2
4988,female,21,2
4989,female,55,5
4990,female,55,2
4991,male,50,2
4992,female,43,3
4993,female,21,4
4994,female,35,1
4995,female,57,2
4996,male,55,4
4997,female,44,3
4998,male,57,2
4999,male,47,3
5000,female,55,4
